Interactome	Fold	Prediction Method	Test Set	P@k
ComPPI	8	MPS	PANTHER	0.0023
ComPPI	9	MPS	PANTHER	0.0022
ComPPI	10	MPS	PANTHER	0.0018
DIP	1	MPS	PANTHER	0.0101
DIP	2	MPS	PANTHER	0.0129
DIP	3	MPS	PANTHER	0.0104
DIP	4	MPS	PANTHER	0.0091
DIP	5	MPS	PANTHER	0.0094
DIP	6	MPS	PANTHER	0.0097
DIP	7	MPS	PANTHER	0.0095
DIP	8	MPS	PANTHER	0.0109
DIP	9	MPS	PANTHER	0.0109
DIP	10	MPS	PANTHER	0.0118
GeneMANIA	1	MPS	PANTHER	0.0021
GeneMANIA	2	MPS	PANTHER	0.0023
GeneMANIA	3	MPS	PANTHER	0.0015
GeneMANIA	4	MPS	PANTHER	0.0016
GeneMANIA	5	MPS	PANTHER	0.0022
GeneMANIA	6	MPS	PANTHER	0.0016
GeneMANIA	7	MPS	PANTHER	0.0018
GeneMANIA	8	MPS	PANTHER	0.0019
GeneMANIA	9	MPS	PANTHER	0.0016
GeneMANIA	10	MPS	PANTHER	0.0019
Havugimana	1	MPS	PANTHER	0.0012
Havugimana	2	MPS	PANTHER	0.0024
Havugimana	3	MPS	PANTHER	0.0012
Havugimana	4	MPS	PANTHER	0.0024
Havugimana	5	MPS	PANTHER	0.0024
Havugimana	6	MPS	PANTHER	0.0012
Havugimana	7	MPS	PANTHER	0.0012
Havugimana	8	MPS	PANTHER	0.0012
Havugimana	9	MPS	PANTHER	0.0000
Havugimana	10	MPS	PANTHER	0.0000
Hein	1	MPS	PANTHER	0.0027
Hein	2	MPS	PANTHER	0.0029
Hein	3	MPS	PANTHER	0.0017
Hein	4	MPS	PANTHER	0.0029
Hein	5	MPS	PANTHER	0.0023
Hein	6	MPS	PANTHER	0.0019
Hein	7	MPS	PANTHER	0.0030
Hein	8	MPS	PANTHER	0.0022
Hein	9	MPS	PANTHER	0.0016
Hein	10	MPS	PANTHER	0.0023
HuRI	1	MPS	PANTHER	0.0003
HuRI	2	MPS	PANTHER	0.0013
HuRI	3	MPS	PANTHER	0.0005
HuRI	4	MPS	PANTHER	0.0000
HuRI	5	MPS	PANTHER	0.0005
HuRI	6	MPS	PANTHER	0.0003
HuRI	7	MPS	PANTHER	0.0003
HuRI	8	MPS	PANTHER	0.0003
HuRI	9	MPS	PANTHER	0.0012
HuRI	10	MPS	PANTHER	0.0005
HINT	1	MPS	PANTHER	0.0012
HINT	2	MPS	PANTHER	0.0009
HINT	3	MPS	PANTHER	0.0011
HINT	4	MPS	PANTHER	0.0011
HINT	5	MPS	PANTHER	0.0008
HINT	6	MPS	PANTHER	0.0011
HINT	7	MPS	PANTHER	0.0011
HINT	8	MPS	PANTHER	0.0009
HINT	9	MPS	PANTHER	0.0009
HINT	10	MPS	PANTHER	0.0011
HIPPIE	1	MPS	PANTHER	0.0015
HIPPIE	2	MPS	PANTHER	0.0012
HIPPIE	3	MPS	PANTHER	0.0017
HIPPIE	4	MPS	PANTHER	0.0015
HIPPIE	5	MPS	PANTHER	0.0015
HIPPIE	6	MPS	PANTHER	0.0014
HIPPIE	7	MPS	PANTHER	0.0014
HIPPIE	8	MPS	PANTHER	0.0014
HIPPIE	9	MPS	PANTHER	0.0013
HIPPIE	10	MPS	PANTHER	0.0015
HPRD	1	MPS	PANTHER	0.0263
HPRD	2	MPS	PANTHER	0.0232
HPRD	3	MPS	PANTHER	0.0242
HPRD	4	MPS	PANTHER	0.0235
HPRD	5	MPS	PANTHER	0.0239
HPRD	6	MPS	PANTHER	0.0238
HPRD	7	MPS	PANTHER	0.0248
HPRD	8	MPS	PANTHER	0.0211
HPRD	9	MPS	PANTHER	0.0241
HPRD	10	MPS	PANTHER	0.0249
HumanNet-XC	1	MPS	PANTHER	0.0002
HumanNet-XC	2	MPS	PANTHER	0.0002
HumanNet-XC	3	MPS	PANTHER	0.0003
HumanNet-XC	4	MPS	PANTHER	0.0003
HumanNet-XC	5	MPS	PANTHER	0.0003
HumanNet-XC	6	MPS	PANTHER	0.0002
HumanNet-XC	7	MPS	PANTHER	0.0003
HumanNet-XC	8	MPS	PANTHER	0.0003
HumanNet-XC	9	MPS	PANTHER	0.0003
HumanNet-XC	10	MPS	PANTHER	0.0003
HumanNet-FN	1	MPS	PANTHER	0.0107
HumanNet-FN	2	MPS	PANTHER	0.0085
HumanNet-FN	3	MPS	PANTHER	0.0095
HumanNet-FN	4	MPS	PANTHER	0.0097
HumanNet-FN	5	MPS	PANTHER	0.0105
HumanNet-FN	6	MPS	PANTHER	0.0099
HumanNet-FN	7	MPS	PANTHER	0.0092
HumanNet-FN	8	MPS	PANTHER	0.0094
HumanNet-FN	9	MPS	PANTHER	0.0090
HumanNet-FN	10	MPS	PANTHER	0.0092
IID	1	MPS	PANTHER	0.0005
IID	2	MPS	PANTHER	0.0003
IID	3	MPS	PANTHER	0.0002
IID	4	MPS	PANTHER	0.0005
IID	5	MPS	PANTHER	0.0002
IID	6	MPS	PANTHER	0.0002
IID	7	MPS	PANTHER	0.0002
IID	8	MPS	PANTHER	0.0001
IID	9	MPS	PANTHER	0.0001
IID	10	MPS	PANTHER	0.0001
InBio	1	MPS	PANTHER	0.0081
InBio	2	MPS	PANTHER	0.0082
InBio	3	MPS	PANTHER	0.0093
InBio	4	MPS	PANTHER	0.0080
InBio	5	MPS	PANTHER	0.0093
InBio	6	MPS	PANTHER	0.0079
InBio	7	MPS	PANTHER	0.0093
InBio	8	MPS	PANTHER	0.0079
InBio	9	MPS	PANTHER	0.0067
InBio	10	MPS	PANTHER	0.0090
InnateDB All	1	MPS	PANTHER	0.0016
InnateDB All	2	MPS	PANTHER	0.0017
InnateDB All	3	MPS	PANTHER	0.0014
InnateDB All	4	MPS	PANTHER	0.0018
InnateDB All	5	MPS	PANTHER	0.0016
InnateDB All	6	MPS	PANTHER	0.0016
InnateDB All	7	MPS	PANTHER	0.0015
InnateDB All	8	MPS	PANTHER	0.0020
InnateDB All	9	MPS	PANTHER	0.0018
InnateDB All	10	MPS	PANTHER	0.0019
IntAct	1	MPS	PANTHER	0.0015
IntAct	2	MPS	PANTHER	0.0008
IntAct	3	MPS	PANTHER	0.0012
IntAct	4	MPS	PANTHER	0.0014
IntAct	5	MPS	PANTHER	0.0013
IntAct	6	MPS	PANTHER	0.0016
IntAct	7	MPS	PANTHER	0.0012
IntAct	8	MPS	PANTHER	0.0012
IntAct	9	MPS	PANTHER	0.0017
IntAct	10	MPS	PANTHER	0.0013
iRefIndex	1	MPS	PANTHER	0.0175
iRefIndex	2	MPS	PANTHER	0.0167
iRefIndex	3	MPS	PANTHER	0.0158
iRefIndex	4	MPS	PANTHER	0.0149
iRefIndex	5	MPS	PANTHER	0.0153
iRefIndex	6	MPS	PANTHER	0.0160
iRefIndex	7	MPS	PANTHER	0.0171
iRefIndex	8	MPS	PANTHER	0.0173
iRefIndex	9	MPS	PANTHER	0.0172
iRefIndex	10	MPS	PANTHER	0.0148
MatrixDB	1	MPS	PANTHER	0.0011
MatrixDB	2	MPS	PANTHER	0.0009
MatrixDB	3	MPS	PANTHER	0.0011
MatrixDB	4	MPS	PANTHER	0.0011
MatrixDB	5	MPS	PANTHER	0.0012
MatrixDB	6	MPS	PANTHER	0.0012
MatrixDB	7	MPS	PANTHER	0.0005
MatrixDB	8	MPS	PANTHER	0.0012
MatrixDB	9	MPS	PANTHER	0.0011
MatrixDB	10	MPS	PANTHER	0.0009
Mentha	1	MPS	PANTHER	0.0018
Mentha	2	MPS	PANTHER	0.0015
Mentha	3	MPS	PANTHER	0.0017
Mentha	4	MPS	PANTHER	0.0023
Mentha	5	MPS	PANTHER	0.0022
Mentha	6	MPS	PANTHER	0.0018
Mentha	7	MPS	PANTHER	0.0017
Mentha	8	MPS	PANTHER	0.0016
Mentha	9	MPS	PANTHER	0.0018
Mentha	10	MPS	PANTHER	0.0019
MINT	1	MPS	PANTHER	0.0015
MINT	2	MPS	PANTHER	0.0015
MINT	3	MPS	PANTHER	0.0016
MINT	4	MPS	PANTHER	0.0017
MINT	5	MPS	PANTHER	0.0016
MINT	6	MPS	PANTHER	0.0014
MINT	7	MPS	PANTHER	0.0015
MINT	8	MPS	PANTHER	0.0018
MINT	9	MPS	PANTHER	0.0016
MINT	10	MPS	PANTHER	0.0022
MultiNet	1	MPS	PANTHER	0.0054
MultiNet	2	MPS	PANTHER	0.0051
MultiNet	3	MPS	PANTHER	0.0047
MultiNet	4	MPS	PANTHER	0.0055
MultiNet	5	MPS	PANTHER	0.0050
MultiNet	6	MPS	PANTHER	0.0049
MultiNet	7	MPS	PANTHER	0.0061
MultiNet	8	MPS	PANTHER	0.0052
MultiNet	9	MPS	PANTHER	0.0057
MultiNet	10	MPS	PANTHER	0.0054
PathwayCommons	1	MPS	PANTHER	0.0146
PathwayCommons	2	MPS	PANTHER	0.0118
PathwayCommons	3	MPS	PANTHER	0.0101
PathwayCommons	4	MPS	PANTHER	0.0136
PathwayCommons	5	MPS	PANTHER	0.0191
PathwayCommons	6	MPS	PANTHER	0.0090
PathwayCommons	7	MPS	PANTHER	0.0094
PathwayCommons	8	MPS	PANTHER	0.0139
PathwayCommons	9	MPS	PANTHER	0.0132
PathwayCommons	10	MPS	PANTHER	0.0151
Phosphosite	1	MPS	PANTHER	0.0125
Phosphosite	2	MPS	PANTHER	0.0143
Phosphosite	3	MPS	PANTHER	0.0115
Phosphosite	4	MPS	PANTHER	0.0137
Phosphosite	5	MPS	PANTHER	0.0106
Phosphosite	6	MPS	PANTHER	0.0153
Phosphosite	7	MPS	PANTHER	0.0152
Phosphosite	8	MPS	PANTHER	0.0131
Phosphosite	9	MPS	PANTHER	0.0142
Phosphosite	10	MPS	PANTHER	0.0162
PID2	1	MPS	PANTHER	0.0384
PID2	2	MPS	PANTHER	0.0410
PID2	3	MPS	PANTHER	0.0417
PID2	4	MPS	PANTHER	0.0401
PID2	5	MPS	PANTHER	0.0390
PID2	6	MPS	PANTHER	0.0407
PID2	7	MPS	PANTHER	0.0384
PID2	8	MPS	PANTHER	0.0407
PID2	9	MPS	PANTHER	0.0383
PID2	10	MPS	PANTHER	0.0376
PIPs	1	MPS	PANTHER	0.0206
PIPs	2	MPS	PANTHER	0.0196
PIPs	3	MPS	PANTHER	0.0201
PIPs	4	MPS	PANTHER	0.0199
PIPs	5	MPS	PANTHER	0.0191
PIPs	6	MPS	PANTHER	0.0202
PIPs	7	MPS	PANTHER	0.0197
PIPs	8	MPS	PANTHER	0.0209
PIPs	9	MPS	PANTHER	0.0179
PIPs	10	MPS	PANTHER	0.0184
PrePPI	1	MPS	PANTHER	0.0007
PrePPI	2	MPS	PANTHER	0.0006
PrePPI	3	MPS	PANTHER	0.0004
PrePPI	4	MPS	PANTHER	0.0008
PrePPI	5	MPS	PANTHER	0.0005
PrePPI	6	MPS	PANTHER	0.0007
PrePPI	7	MPS	PANTHER	0.0005
PrePPI	8	MPS	PANTHER	0.0007
PrePPI	9	MPS	PANTHER	0.0006
PrePPI	10	MPS	PANTHER	0.0007
PROPER	3	MPS	PANTHER	0.0000
PROPER	4	MPS	PANTHER	0.0002
PROPER	5	MPS	PANTHER	0.0002
PROPER	6	MPS	PANTHER	0.0002
ProteomeHD	1	MPS	PANTHER	0.0000
ProteomeHD	2	MPS	PANTHER	0.0000
ProteomeHD	3	MPS	PANTHER	0.0000
ProteomeHD	4	MPS	PANTHER	0.0000
ProteomeHD	5	MPS	PANTHER	0.0000
ProteomeHD	6	MPS	PANTHER	0.0000
ProteomeHD	7	MPS	PANTHER	0.0000
ProteomeHD	8	MPS	PANTHER	0.0000
ProteomeHD	9	MPS	PANTHER	0.0000
ProteomeHD	10	MPS	PANTHER	0.0000
PTMCode2	1	MPS	PANTHER	0.0165
PTMCode2	2	MPS	PANTHER	0.0195
PTMCode2	3	MPS	PANTHER	0.0183
PTMCode2	4	MPS	PANTHER	0.0166
PTMCode2	5	MPS	PANTHER	0.0165
PTMCode2	6	MPS	PANTHER	0.0148
PTMCode2	7	MPS	PANTHER	0.0151
PTMCode2	8	MPS	PANTHER	0.0190
PTMCode2	9	MPS	PANTHER	0.0177
PTMCode2	10	MPS	PANTHER	0.0177
Reactome	1	MPS	PANTHER	0.0343
Reactome	2	MPS	PANTHER	0.0373
Reactome	3	MPS	PANTHER	0.0364
Reactome	4	MPS	PANTHER	0.0398
Reactome	5	MPS	PANTHER	0.0373
Reactome	6	MPS	PANTHER	0.0384
Reactome	7	MPS	PANTHER	0.0358
Reactome	8	MPS	PANTHER	0.0376
Reactome	9	MPS	PANTHER	0.0365
Reactome	10	MPS	PANTHER	0.0366
ReactomeFI(2022)	1	MPS	PANTHER	0.0300
ReactomeFI(2022)	2	MPS	PANTHER	0.0300
ReactomeFI(2022)	3	MPS	PANTHER	0.0297
ReactomeFI(2022)	4	MPS	PANTHER	0.0277
ReactomeFI(2022)	5	MPS	PANTHER	0.0299
ReactomeFI(2022)	6	MPS	PANTHER	0.0282
ReactomeFI(2022)	7	MPS	PANTHER	0.0313
ReactomeFI(2022)	8	MPS	PANTHER	0.0293
ReactomeFI(2022)	9	MPS	PANTHER	0.0295
ReactomeFI(2022)	10	MPS	PANTHER	0.0291
SignaLink	1	MPS	PANTHER	0.0002
SignaLink	3	MPS	PANTHER	0.0001
SignaLink	4	MPS	PANTHER	0.0001
SignaLink	5	MPS	PANTHER	0.0000
SignaLink	6	MPS	PANTHER	0.0000
SignaLink	9	MPS	PANTHER	0.0001
SignaLink	10	MPS	PANTHER	0.0000
SIGNOR	1	MPS	PANTHER	0.0385
SIGNOR	2	MPS	PANTHER	0.0432
SIGNOR	3	MPS	PANTHER	0.0384
SIGNOR	4	MPS	PANTHER	0.0394
SIGNOR	5	MPS	PANTHER	0.0404
SIGNOR	6	MPS	PANTHER	0.0404
SIGNOR	7	MPS	PANTHER	0.0393
SIGNOR	8	MPS	PANTHER	0.0373
SIGNOR	9	MPS	PANTHER	0.0413
SIGNOR	10	MPS	PANTHER	0.0405
SPIKE	1	MPS	PANTHER	0.0262
SPIKE	2	MPS	PANTHER	0.0281
SPIKE	3	MPS	PANTHER	0.0266
SPIKE	4	MPS	PANTHER	0.0264
SPIKE	5	MPS	PANTHER	0.0289
SPIKE	6	MPS	PANTHER	0.0262
SPIKE	7	MPS	PANTHER	0.0258
SPIKE	8	MPS	PANTHER	0.0273
SPIKE	9	MPS	PANTHER	0.0254
SPIKE	10	MPS	PANTHER	0.0275
Wan	1	MPS	PANTHER	0.0000
Wan	2	MPS	PANTHER	0.0024
Wan	3	MPS	PANTHER	0.0023
Wan	4	MPS	PANTHER	0.0023
Wan	5	MPS	PANTHER	0.0008
Wan	6	MPS	PANTHER	0.0016
Wan	7	MPS	PANTHER	0.0000
Wan	8	MPS	PANTHER	0.0016
Wan	9	MPS	PANTHER	0.0008
Wan	10	MPS	PANTHER	0.0000
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
