	M	N	n	x	P-value	stat	Network
thyroid gland	11042	282	10838	277	1.0	1.0438973582047155	humannet.v3.fn
tonsil	11042	435	10838	425	0.4641655757108554	0.7917987131470278	humannet.v3.fn
urinary bladder	11042	337	10838	333	0.5339785269345312	1.5849595430747263	humannet.v3.fn
vagina	11042	234	10838	232	0.3316343600132339	2.209315481802753	humannet.v3.fn
adrenal gland	11042	571	8963	431	0.0005220520577262048	0.6996425222691045	humap_90
appendix	11042	348	8963	221	4.551690146599827e-15	0.38855952889210743	humap_90
bone marrow	11042	646	8963	456	2.1696767635387357e-11	0.5329258257905255	humap_90
breast	11042	77	8963	58	0.1886809891172037	0.7061674399361684	humap_90
bronchus	11042	478	8963	341	8.614208439622631e-08	0.5606283027461577	humap_90
caudate	11042	504	8963	351	2.01015084824595e-10	0.5130597524657796	humap_90
cerebellum	11042	297	8963	215	0.00020865805715190416	0.5985409905539385	humap_90
cerebral cortex	11042	497	8963	341	5.81444724502875e-12	0.48752966472173154	humap_90
cervix	11042	160	8963	116	0.0077143518280241435	0.6064202554538262	humap_90
colon	11042	271	8963	168	1.0664726570846204e-13	0.3664571110019484	humap_90
duodenum	11042	679	8963	472	3.7413311056755606e-14	0.50271131069726	humap_90
endometrium 1	11042	195	8963	134	2.6200663703030113e-05	0.5020935107664942	humap_90
endometrium 2	11042	148	8963	95	1.1427467019877984e-06	0.40950715313061165	humap_90
epididymis	11042	470	8963	330	5.221575227079105e-09	0.5294219854048419	humap_90
esophagus	11042	294	8963	232	0.32543673915603366	0.8644466694499762	humap_90
fallopian tube	11042	408	8963	284	9.917346110136352e-09	0.5159097413482302	humap_90
gallbladder	11042	566	8963	422	6.725761781879296e-05	0.663929867696991	humap_90
heart muscle	11042	428	8963	328	0.016478106207191062	0.7517220613781124	humap_90
hippocampus	11042	460	8963	324	1.1621433404294973e-08	0.5358156921757011	humap_90
kidney	11042	424	8963	290	1.4494226246346247e-10	0.4853370642463917	humap_90
liver	11042	222	8963	174	0.2976208376001944	0.8376806235066561	humap_90
lung	11042	267	8963	180	5.073414828839348e-08	0.46924505412100964	humap_90
lymph node	11042	456	8963	300	1.6871604336117629e-15	0.42688178726502635	humap_90
nasopharynx	11042	363	8963	268	0.00047541043709125924	0.6436996458944947	humap_90
oral mucosa	11042	238	8963	191	0.7373053885099122	0.9413705115890988	humap_90
ovary	11042	134	8963	96	0.007228068967360391	0.5815056418535908	humap_90
pancreas	11042	198	8963	134	5.239710629895515e-06	0.47784644353833955	humap_90
parathyroid gland	11042	204	8963	156	0.0860441508050393	0.7494890428068581	humap_90
placenta	11042	412	8963	322	0.12289985552592514	0.8235389422520542	humap_90
prostate	11042	246	8963	180	0.002164390854988065	0.6250711601958329	humap_90
rectum	11042	489	8963	335	6.02180945787333e-12	0.4853384330088085	humap_90
salivary gland	11042	285	8963	205	0.00011431083799628584	0.5848866750399635	humap_90
seminal vesicle	11042	267	8963	200	0.010974159930208217	0.6853783121366805	humap_90
skeletal muscle	11042	403	8963	307	0.011218747898449587	0.7326096060536045	humap_90
skin 1	11042	120	8963	88	0.03390184324988661	0.6342816901408451	humap_90
skin 2	11042	281	8963	213	0.02466047221018575	0.7199042016806723	humap_90
small intestine	11042	693	8963	471	8.553201899747237e-18	0.46394858117656046	humap_90
smooth muscle	11042	286	8963	226	0.35757456943218147	0.8704246308801649	humap_90
soft tissue 1	11042	93	8963	64	0.004643702546897657	0.5083872267709274	humap_90
soft tissue 2	11042	112	8963	79	0.007004463946819325	0.5513282305267897	humap_90
spleen	11042	400	8963	257	4.861406212983483e-16	0.39965364293413913	humap_90
stomach 1	11042	632	8963	449	2.3570349544815217e-10	0.5463864724253592	humap_90
stomach 2	11042	605	8963	431	1.1404621403344014e-09	0.5530598800459123	humap_90
testis	11042	867	8963	527	1.2051469720046932e-48	0.31951754385964914	humap_90
thyroid gland	11042	282	8963	226	0.6436636883598668	0.9344454618290031	humap_90
tonsil	11042	435	8963	284	1.076391553545921e-15	0.41780990729697703	humap_90
urinary bladder	11042	337	8963	266	0.28851952621251914	0.8650028259704253	humap_90
vagina	11042	234	8963	189	0.865844130315744	0.973649418737178	humap_90
adrenal gland	11042	571	10805	561	0.6551124734253468	1.243137446310035	iid
appendix	11042	348	10805	343	0.45282151924682745	1.5212387688778437	iid
bone marrow	11042	646	10805	642	0.0029301171301967313	3.6796713568828103	iid
breast	11042	77	10805	76	1.0	1.6717308230030758	iid
bronchus	11042	478	10805	466	0.5189840306335128	0.8451010736047974	iid
caudate	11042	504	10805	494	1.0	1.0875569779846765	iid
cerebellum	11042	297	10805	290	0.6862951782291726	0.9061884382854426	iid
cerebral cortex	11042	497	10805	490	0.3389712933526525	1.5608337372758119	iid
cervix	11042	160	10805	158	0.5884686673902498	1.74368366676059	iid
colon	11042	271	10805	269	0.13354920729549793	2.999952543659833	iid
duodenum	11042	679	10805	663	0.6808856734788042	0.9029469039637152	iid
endometrium 1	11042	195	10805	188	0.20171749478468057	0.5818162246531843	iid
endometrium 2	11042	148	10805	142	0.13857126100814435	0.5127074932007878	iid
epididymis	11042	470	10805	458	0.5133369637442353	0.8299507103508263	iid
esophagus	11042	294	10805	286	0.41675503132842795	0.7782821560984885	iid
fallopian tube	11042	408	10805	396	0.2917214126725679	0.7133250072053031	iid
gallbladder	11042	566	10805	560	0.07256132991136471	2.1044411908247924	iid
heart muscle	11042	428	10805	420	0.8645096627762059	1.1576793452094367	iid
hippocampus	11042	460	10805	452	0.7408260133602358	1.2497343765092244	iid
kidney	11042	424	10805	413	0.49211253407137545	0.8165197004688921	iid
liver	11042	222	10805	221	0.09603836851664659	4.927815570672713	iid
lung	11042	267	10805	266	0.04906354845461274	5.95654236644843	iid
lymph node	11042	456	10805	454	0.004615667154474845	5.1536083470196115	iid
nasopharynx	11042	363	10805	353	0.3594013580773265	0.7666570991197856	iid
oral mucosa	11042	238	10805	232	0.6474116050153127	0.844793341530313	iid
ovary	11042	134	10805	133	0.3745649743062436	2.9411544227886055	iid
pancreas	11042	198	10805	193	0.618764552013944	0.8438748586505842	iid
parathyroid gland	11042	204	10805	201	0.8044601875264978	1.478498679743493	iid
placenta	11042	412	10805	404	1.0	1.1118642438227093	iid
prostate	11042	246	10805	243	0.49890685967030846	1.794546487407688	iid
rectum	11042	489	10805	478	0.8724661342609366	0.9509758180233633	iid
salivary gland	11042	285	10805	281	0.5324358188404584	1.5553259217027746	iid
seminal vesicle	11042	267	10805	264	0.38647148078959764	1.9535148467887298	iid
skeletal muscle	11042	403	10805	396	0.7254707919038186	1.2500171554835788	iid
skin 1	11042	120	10805	118	1.0	1.297370637222794	iid
skin 2	11042	281	10805	276	0.8355552322507245	1.2162978440497674	iid
small intestine	11042	693	10805	676	0.5865998574055805	0.8636820312091664	iid
smooth muscle	11042	286	10805	282	0.5327271841906136	1.5610092179036397	iid
soft tissue 1	11042	93	10805	91	1.0	0.9979932798207952	iid
soft tissue 2	11042	112	10805	111	0.7357115137219856	2.449597905367496	iid
spleen	11042	400	10805	397	0.05092978198511344	2.9752113758647196	iid
stomach 1	11042	632	10805	624	0.1547374187611965	1.7544445535801985	iid
stomach 2	11042	605	10805	593	0.8856838303905765	1.088792596944771	iid
testis	11042	867	10805	797	1.9728642195701515e-23	0.18998943702181112	iid
thyroid gland	11042	282	10805	275	0.6739629019712666	0.8580925247591914	iid
tonsil	11042	435	10805	433	0.0065612969900539116	4.905273814114925	iid
urinary bladder	11042	337	10805	333	0.33461826566412917	1.8522966004583652	iid
vagina	11042	234	10805	229	1.0	1.0046898638426627	iid
adrenal gland	11042	571	10423	537	0.7082896468648181	0.934610441384727	inbio
appendix	11042	348	10423	326	0.5528000041587038	0.8761468302916258	inbio
bone marrow	11042	646	10423	616	0.3314386176596148	1.2332143706876042	inbio
breast	11042	77	10423	74	0.8012446379538296	1.4682255934550843	inbio
bronchus	11042	478	10423	425	1.9141623075190313e-06	0.4539587162715562	inbio
caudate	11042	504	10423	468	0.13600118240707132	0.7613259668508288	inbio
cerebellum	11042	297	10423	274	0.12274886536857518	0.6995934489155068	inbio
cerebral cortex	11042	497	10423	460	0.07226740260755324	0.7262547099945474	inbio
cervix	11042	160	10423	145	0.053436925412257974	0.5680742038009989	inbio
colon	11042	271	10423	250	0.13895082795756558	0.6997982521426933	inbio
duodenum	11042	679	10423	632	0.12158052342327694	0.7855759848927695	inbio
endometrium 1	11042	195	10423	163	3.5255408379767915e-08	0.2914260477582846	inbio
endometrium 2	11042	148	10423	122	1.7131713400241008e-07	0.27012313965037	inbio
epididymis	11042	470	10423	421	2.17344399187486e-05	0.48963676652424615	inbio
esophagus	11042	294	10423	275	0.5191245505909599	0.8557558658174802	inbio
fallopian tube	11042	408	10423	352	3.547081461637206e-10	0.3513908393264962	inbio
gallbladder	11042	566	10423	536	0.8510249220734585	1.0643740939280537	inbio
heart muscle	11042	428	10423	402	0.6675103470957366	0.9149478403045911	inbio
hippocampus	11042	460	10423	430	0.35274807160489163	0.8448247106307749	inbio
kidney	11042	424	10423	382	0.0003245655992877805	0.5226523634052764	inbio
liver	11042	222	10423	213	0.3766965715342632	1.4139732288605942	inbio
lung	11042	267	10423	256	0.3454501705664279	1.3917397641209974	inbio
lymph node	11042	456	10423	433	0.6775486985933706	1.123157940549245	inbio
nasopharynx	11042	363	10423	320	3.6123532092477363e-06	0.4242810677924356	inbio
oral mucosa	11042	238	10423	218	0.06349438161727815	0.6397942185203331	inbio
ovary	11042	134	10423	124	0.34126737581918076	0.7332362365278182	inbio
pancreas	11042	198	10423	185	0.5314723229676532	0.842336994905856	inbio
parathyroid gland	11042	204	10423	190	0.4398204919050853	0.8023760662283089	inbio
placenta	11042	412	10423	384	0.2748987199003838	0.807365560030168	inbio
prostate	11042	246	10423	234	0.7784426879464346	1.1616939837079203	inbio
rectum	11042	489	10423	454	0.13096996775184555	0.7598870785148245	inbio
salivary gland	11042	285	10423	262	0.08773927415584734	0.6681642939970818	inbio
seminal vesicle	11042	267	10423	254	0.6870580267489017	1.1643532001482635	inbio
skeletal muscle	11042	403	10423	378	0.5807030007502254	0.8941045296167247	inbio
skin 1	11042	120	10423	116	0.4203652855742763	1.7303774134083632	inbio
skin 2	11042	281	10423	265	0.895507124724447	0.9831844359125812	inbio
small intestine	11042	693	10423	642	0.04911485972842871	0.7310211273958515	inbio
smooth muscle	11042	286	10423	272	0.6962940449558457	1.1579436227254176	inbio
soft tissue 1	11042	93	10423	88	1.0	1.0456119980648282	inbio
soft tissue 2	11042	112	10423	106	1.0	1.0496914477722852	inbio
spleen	11042	400	10423	376	0.7391721889212635	0.9278059785673999	inbio
stomach 1	11042	632	10423	586	0.06167496681921465	0.7420475489611096	inbio
stomach 2	11042	605	10423	563	0.14540672302757449	0.7844368781995557	inbio
testis	11042	867	10423	698	1.5222390143277446e-51	0.19111361250969713	inbio
thyroid gland	11042	282	10423	271	0.23839060632724793	1.4754638584425819	inbio
tonsil	11042	435	10423	408	0.5940703873218784	0.8932379208964332	inbio
urinary bladder	11042	337	10423	320	0.8093728445772286	1.12162374600439	inbio
vagina	11042	234	10423	220	0.773271465551642	0.931798770669691	inbio
adrenal gland	11042	571	9801	487	0.009550340783783664	0.7201895252410606	innatedb_all
appendix	11042	348	9801	303	0.3010447578672557	0.8478697269600618	innatedb_all
bone marrow	11042	646	9801	580	0.44094801888839585	1.1198088684261551	innatedb_all
breast	11042	77	9801	68	0.8562601130125835	0.956379784695823	innatedb_all
bronchus	11042	478	9801	373	6.608178211191894e-12	0.4280340222639756	innatedb_all
caudate	11042	504	9801	423	0.0008527982698964403	0.6459562569607356	innatedb_all
cerebellum	11042	297	9801	253	0.050658619308865956	0.720857771260997	innatedb_all
cerebral cortex	11042	497	9801	416	0.0004694632780908581	0.6347928464781599	innatedb_all
cervix	11042	160	9801	124	3.8981715474965595e-05	0.42890932681156924	innatedb_all
colon	11042	271	9801	228	0.019022752479844286	0.6635522873197146	innatedb_all
duodenum	11042	679	9801	570	9.464860541781082e-05	0.6412775460430002	innatedb_all
endometrium 1	11042	195	9801	141	2.1330044496160165e-10	0.32084771106510235	innatedb_all
endometrium 2	11042	148	9801	102	5.052701966748435e-11	0.2732016299304724	innatedb_all
epididymis	11042	470	9801	382	9.972499799251689e-07	0.5313799959462981	innatedb_all
esophagus	11042	294	9801	255	0.26140767521863173	0.8233009395800094	innatedb_all
fallopian tube	11042	408	9801	304	2.927948750945057e-16	0.3499566664776731	innatedb_all
gallbladder	11042	566	9801	484	0.013883927546421449	0.7342413683877098	innatedb_all
heart muscle	11042	428	9801	365	0.02342974947262115	0.7232853576643318	innatedb_all
hippocampus	11042	460	9801	395	0.049690002724085525	0.7597769018138995	innatedb_all
kidney	11042	424	9801	334	1.4225317016033769e-09	0.45119772777953826	innatedb_all
liver	11042	222	9801	198	0.914727711661935	1.04553264604811	innatedb_all
lung	11042	267	9801	238	0.9219594797525288	1.0401295221886078	innatedb_all
lymph node	11042	456	9801	415	0.1298317664312034	1.294091355573688	innatedb_all
nasopharynx	11042	363	9801	278	2.6268539104630392e-11	0.39701774650845323	innatedb_all
oral mucosa	11042	238	9801	206	0.2984124093729927	0.8111451276706618	innatedb_all
ovary	11042	134	9801	111	0.03773547783359507	0.6066226948445282	innatedb_all
pancreas	11042	198	9801	166	0.030933973198246652	0.6509276076803321	innatedb_all
parathyroid gland	11042	204	9801	167	0.0033372932409029155	0.5640720645910599	innatedb_all
placenta	11042	412	9801	364	0.7509400919514211	0.9586644767051676	innatedb_all
prostate	11042	246	9801	213	0.26221685330607414	0.8132134865551637	innatedb_all
rectum	11042	489	9801	408	0.0003101733886569753	0.6220550370449232	innatedb_all
salivary gland	11042	285	9801	240	0.017274452489666674	0.6671547606596242	innatedb_all
seminal vesicle	11042	267	9801	224	0.013977549159217947	0.6516387371876905	innatedb_all
skeletal muscle	11042	403	9801	343	0.024051981182328222	0.7138278000986819	innatedb_all
skin 1	11042	120	9801	107	1.0	1.0426433479868595	innatedb_all
skin 2	11042	281	9801	244	0.2927759423635423	0.8307933338800766	innatedb_all
small intestine	11042	693	9801	579	2.1862380614410237e-05	0.6206868015843121	innatedb_all
smooth muscle	11042	286	9801	248	0.255689154275982	0.8218526007261427	innatedb_all
soft tissue 1	11042	93	9801	81	0.6194279162164585	0.8534722222222222	innatedb_all
soft tissue 2	11042	112	9801	101	0.7636447430817106	1.1642924086223054	innatedb_all
spleen	11042	400	9801	357	0.8090892286832511	1.053175142578529	innatedb_all
stomach 1	11042	632	9801	537	0.0027804646773902522	0.6992568857376602	innatedb_all
stomach 2	11042	605	9801	509	0.0004268721725528154	0.6533453956808725	innatedb_all
testis	11042	867	9801	590	5.982005465600116e-67	0.2229166429872931	innatedb_all
thyroid gland	11042	282	9801	249	0.7746499042637065	0.9542409014770824	innatedb_all
tonsil	11042	435	9801	396	0.14073459056909712	1.2977058029689608	innatedb_all
urinary bladder	11042	337	9801	295	0.48297326035092325	0.8859191688457415	innatedb_all
vagina	11042	234	9801	208	1.0	1.013238819972897	innatedb_all
adrenal gland	11042	571	3995	168	0.0005634646128091236	0.72372803658996	innatedb_curated
appendix	11042	348	3995	165	1.5169227132483774e-05	1.6158883705003637	innatedb_curated
bone marrow	11042	646	3995	338	7.914973695436728e-18	2.0222576165972392	innatedb_curated
breast	11042	77	3995	23	0.28461806808502554	0.7498741188318228	innatedb_curated
bronchus	11042	478	3995	137	0.00044825364954635596	0.6983409573586666	innatedb_curated
caudate	11042	504	3995	125	2.5034106254885288e-08	0.5682709155741003	innatedb_curated
cerebellum	11042	297	3995	96	0.17801338854305712	0.8386076797341837	innatedb_curated
cerebral cortex	11042	497	3995	128	4.801311833229259e-07	0.5990400322932632	innatedb_curated
cervix	11042	160	3995	56	0.8038931665255769	0.9491085203194876	innatedb_curated
colon	11042	271	3995	78	0.010382302255165295	0.7071765031131735	innatedb_curated
duodenum	11042	679	3995	181	6.0740898552663e-08	0.6240846974684264	innatedb_curated
endometrium 1	11042	195	3995	49	0.001168350285884518	0.5869460317019489	innatedb_curated
endometrium 2	11042	148	3995	37	0.00434372094283579	0.584133400707428	innatedb_curated
epididymis	11042	470	3995	124	4.7120744150682795e-06	0.6203860632567947	innatedb_curated
esophagus	11042	294	3995	108	0.8536867426767747	1.0249051843614363	innatedb_curated
fallopian tube	11042	408	3995	104	3.5026782348917897e-06	0.5928593650664827	innatedb_curated
gallbladder	11042	566	3995	181	0.034741465282351364	0.8211864695346605	innatedb_curated
heart muscle	11042	428	3995	115	3.8397741349902276e-05	0.6376683903692236	innatedb_curated
hippocampus	11042	460	3995	122	7.711122621105274e-06	0.625249603918495	innatedb_curated
kidney	11042	424	3995	124	0.002336681231898903	0.7204236631361405	innatedb_curated
liver	11042	222	3995	79	0.8879273194871002	0.9739780138145817	innatedb_curated
lung	11042	267	3995	110	0.09352462595582416	1.2425710514882489	innatedb_curated
lymph node	11042	456	3995	264	7.111230825242425e-22	2.5262999195926024	innatedb_curated
nasopharynx	11042	363	3995	116	0.0956089267753994	0.823284936119226	innatedb_curated
oral mucosa	11042	238	3995	95	0.2462731225313448	1.1760444683521607	innatedb_curated
ovary	11042	134	3995	36	0.023767777480803713	0.6447824899093257	innatedb_curated
pancreas	11042	198	3995	58	0.04385692731792784	0.7268151964875358	innatedb_curated
parathyroid gland	11042	204	3995	53	0.0019699905641654943	0.6140158120562729	innatedb_curated
